EVENT CATEGORY	EVENT GROUP	EVENT SUBGROUP	EVENT TYPE	PLACE	EVENT START DATE	COMMENTS	FATALITIES	INJURED / INFECTED	EVACUATED	ESTIMATED TOTAL COST	NORMALIZED TOTAL COST	EVENT END DATE	FEDERAL DFAA PAYMENTS	PROVINCIAL DFAA PAYMENTS	PROVINCIAL DEPARTMENT PAYMENTS	MUNICIPAL COSTS	OGD COSTS	INSURANCE PAYMENTS	NGO PAYMENTS	UTILITY - PEOPLE AFFECTED	MAGNITUDE	
Disaster	Natural	Meteorological - Hydrological	Flood	Paddockwood SK	14/04/2008 12:00:00 AM	Paddockwood SK, April 14, 2008. The Rural Municipality of Paddockwood declared a state of emergency after floodwaters rose more than one metre. Floodwaters covered main access roads leaving approximately 400 people stranded in their homes. Two families were forced to leave their homes due to flooding. Water levels receded within a day, but the flooding caused damages to roads and residential homes.	0	0	6	0.0000	0.0	14/04/2008 12:00:00 AM								0	0.0	
Disaster	Natural	Meteorological - Hydrological	Storms and Severe Thunderstorms	Fishing Lake SK	25/05/2007 12:00:00 AM	Fishing Lake SK, May 25, 2007. An estimated 300 homes and cottages (approximately 600 individuals) were damaged by flooding that was caused by a higher than normal snowfall and subsequent ice melt runoff. Fishing Lake, located two hours east of Saskatoon area, received 50 to 75 mm of rain.	0	0	600	0.0000	0.0	25/05/2007 12:00:00 AM								0	0.0	
Disaster	Natural	Meteorological - Hydrological	Winter Storm	Fishing Lake SK	28/04/2007 12:00:00 AM	Fishing Lake SK, April 28, 2007. An Estimated 300 homes and cabins have been damaged by flooding from higher than average snowfall and runoff at Fishing Lake.	0	0	0			28/04/2007 12:00:00 AM								0	0.0	
Disaster	Natural	Meteorological - Hydrological	Flood	Red Earth First Nation SK	19/04/2007 12:00:00 AM	Red Earth First Nation SK, April 19, 2007. The band council's decision to evacuate 691 residents from the northern reserve, mainly children, elderly residents and pregnant women, came as water covered one-third of a main access road, which divides the reserve.	0	0	691	125800000.0000	144867443.9	19/04/2007 12:00:00 AM	125800000.0000							0	0.0	
Disaster	Natural	Meteorological - Hydrological	Flood	Red Earth SK	13/04/2006 12:00:00 AM	Red Earth SK, April, 13, 2006. In northeastern Saskatchewan, the Red River First Nation scrambled to avoid the threatening Carrot River as leaders ordered a general evacuation of the band of 1,100.	0	0	1100	7283952.0000	8572497.1	13/04/2006 12:00:00 AM	7283952.0000							0	0.0	
Disaster	Natural	Meteorological - Hydrological	Storms and Severe Thunderstorms	Northern Saskatchewan	23/07/2005 12:00:00 AM	Northern Saskatchewan, June 23-25,2005.  An intense low pressure system caused heavy rainfall from July 23-25, affecting an area of northern Saskatchewan already saturated by snowmelt between Meadow Lake to the south and Stony Rapids to the north, and between the Alberta border to the west and the Manitoba border to the east.  The closure of Highway 905 due to flooding in several locations resulted in the disruption of services to northern communities, including Stony Rapids and Black Lake, until the road was re-opened on July 31.  Preliminary eligible costs were estimated at $3,200,000, which would result in a federal share of approximately $1,100,000.	0	0	0	2597891.0000	3117469.2	25/07/2005 12:00:00 AM	497891.0000	2100000.0000						0	0.0	
Disaster	Natural	Meteorological - Hydrological	Flood	Cumberland House Cree First Nation SK	23/06/2005 12:00:00 AM	Cumberland House, Cree First Nation SK, June 23, 2005.  Approximately 2000 residents of Cumberland House were evacuated to Prince Albert after the Saskatchewan River began flooding.  Saskatchewan Environment issued a boil water advisory for the residents. Movement of most ferries on the North and South Saskatchewan rivers was suspended.	0		2000	3455208.0000	4146249.6	23/06/2005 12:00:00 AM	3455208.0000							0	0.0	
Incident	Technology	Hazardous Chemicals	Derailment Release	Estevan SK	10/08/2004 12:00:00 AM	Estevan SK, August 10, 2004.  Six tank cars of a Canadian Pacific freight train were derailed and three containing anhydrous ammonia were overturned.  An evacuation order was issued and approximately 150 people were evacuated from the immediate area in Estevan.  There were no injuries or immediate threat to life or property.			150	0.0000	0.0	10/08/2004 12:00:00 AM								0	0.0	
Disaster	Natural	Biological	Epidemic	Across Canada, largely in the Greater Toronto area	13/03/2003 12:00:00 AM	Across Canada, 13 March to August, 2003. Severe acute respiratory syndrome (SARS) emerged in November 2002 in Asia. It is described as a droplet-spread viral illness. The outbreak affected Toronto and the Greater Toronto Area the most. According to the Government of Ontario, there were 375 probable and suspected cases and 44 deaths.	44	375	0			31/08/2003 12:00:00 AM								0	0.0	
Disaster	Natural	Meteorological - Hydrological	Wildfire	Hawes/Patuanak SK	28/06/2002 12:00:00 AM	Hawes/Patuanak SK, June 28-30, 2002. One hundred three evacuated.	0	0	103	0.0000	0.0	30/06/2002 12:00:00 AM								0	0.0	
Disaster	Natural	Meteorological - Hydrological	Wildfire	Crutwell, Dillon, Hatchett Lake, Pelican Narrows, Deschambeault, Wahpeton First Nation, Nordell, Peter Pond SK	28/06/2002 12:00:00 AM	Crutwell, Dillon, Hatchett Lake, Pelican Narrows, Deschambeault, Wahpeton First Nation, Nordell, Peter Pond SK, June 28 - July 1, 2002. Five hundred six evacuated.	0	0	480	0.0000	0.0	01/07/2002 12:00:00 AM								0	0.0	
Disaster	Natural	Meteorological - Hydrological	Wildfire	Turnor Lake SK	24/06/2002 12:00:00 AM	Turnor Lake SK, June 25, 2002. Three hundred and fifty residents of Turnor Lake, located 600 km northwest of Saskatoon, were evacuated to nearby towns. The fire was charged by exceptionally dry and hot weather, and winds pushed the fire towards Turnor Lake. Water bombers continuously dropped their payload on the fire, while the town buildings and trees were showered by industrial sprinkler systems.	0	0	425	31014.0000	39822.0	24/06/2002 12:00:00 AM			31014.0000					0	0.0	
Disaster	Natural	Meteorological - Hydrological	Wildfire	Montreal Lake SK	20/05/2002 12:00:00 AM	Montreal Lake SK, May 20-22, 2002.  Extreme burning conditions existed throughout Saskatchewan at this time.  Winds gusting at 50 to 60 km/h aided the spread of fires (around 48 in total), mostly in grasses and brush.  This specific fire was first spotted around the Bittern Lake area and was moving north towards the eastern part of the community of Montreal Lake.  Approximately 130 evacuees from this community and the Montreal Lake Cree Nation were moved to Prince Albert.  	0	0	129	32332.0000	41514.3	22/05/2002 12:00:00 AM			19779.0000				12553.0000	0	0.0	
Disaster	Natural	Meteorological - Hydrological	Drought	Across Canada, concentrated in Saskatchewan and Alberta	01/06/2001 12:00:00 AM	Across Canada, concentrated in Saskatchewan and Alberta, Spring 2001 to Fall 2002.  A severe drought was felt across all Canada, affecting 41,000 people, with the most devastating impacts felt in Saskatchewan and Alberta.  Record to near-record drought, as indicated by the Palmer Drought Severity Index, was recorded at several climate stations in 2001.  The winter of 2001-2002 continued the dry trend and brought above normal temperatures.  Fall 2002 brought much needed precipitation to relieve much of the drought, though dry conditions did remain in places.  The repercussions of the drought included agricultural production, employment, crop and livestock production, and the Gross Domestic Product.	0	0	0	0.0000	0.0	01/10/2002 12:00:00 AM								0	0.0	
Disaster	Natural	Meteorological - Hydrological	Flood	Vanguard SK	03/07/2000 12:00:00 AM	Vanguard SK, July 3, 2000.  The Village of Vanguard and seven surrounding municipalities experienced a severe flood, causing extensive damage to private property and public infrastructure. More than 333 mm of rain – equivalent to the area's annual rainfall – fell on the area in less than 10 hours. Roads were closed, basements flooded, and two bridges were washed out. Nine families were forced from their homes due to flooding.  Residents were also advised not to drink the water for two weeks because the village's water treatment plant and sewer system were submerged during the flood. No deaths or injuries were reported.	0	0	36	3787294.0000	5097364.3	03/07/2000 12:00:00 AM	1580762.0000	2206532.0000						0	0.0	
Disaster	Natural	Meteorological - Hydrological	Tornado	Saskatchewan	21/06/1999 12:00:00 AM	Saskatchewan, June 21, 1999. Stormy weather spawned heavy rain and a tornado.  The storm caused extensive damage to roofs and structures due to high winds in Moose Jaw, Regina and Saskatoon.  A number of fires were sparked from lightning, including one which hit a long-term care home in Alingly, 30 km northwest of Prince Albert.	0	0	4			21/06/1999 12:00:00 AM								0	0.0	
Disaster	Natural	Meteorological - Hydrological	Wildfire	La Ronge SK	01/04/1999 12:00:00 AM	La Ronge SK, April-May 1999. Firefighters battled a Forest fire that caused the evacuation of the town of La Ronge, and destroyed 8 buildings.  The fire lasted for about a week.  The fire stretched for 8 km2, and it took 248 firefighters supported by water bombers to extinguish it.	0	0	40			31/05/1999 12:00:00 AM	0.0000	0.0000						0	0.0	
Disaster	Natural	Meteorological - Hydrological	Flood	Southeastern Saskatchewan	01/04/1999 12:00:00 AM	Southeastern Saskatchewan, April-June 1999.  Heavy rainfall and flooding over the spring proved to be very costly for Saskatchewan farmers.  Due to all the excess water, farmers were only able to seed a portion of the acres they had planned to, resulting in substantial economic losses. Highways and provincial, municipal and private properties of the region were also damaged.	0	0	0	1717172.0000	2373357.2	30/06/1999 12:00:00 AM	345839.0000	1371333.0000						0	0.0	
Disaster	Natural	Meteorological - Hydrological	Flood	South-Central Saskatchewan	30/03/1997 12:00:00 AM	South-central SK, March-April 1997. In late March, there was minor flooding in the municipalities of Swift Current and Ponteix.  From March 30 - April 3 1997, a breakup of ice caused flooding in low lying areas along the Moose Jaw River.  A State of Emergency was declared.  Twenty homes were flooded and 140 families (assume a family of 4) were evacuated.	0	0	516	1319475.0000	1874121.6	03/04/1997 12:00:00 AM			1319475.0000					0	0.0	
Disaster	Natural	Meteorological - Hydrological	Storms and Severe Thunderstorms	Regina SK	26/09/1995 12:00:00 AM	Regina SK, August 26, 1995.	0	0	0	13353120.0000	19572381.4	26/09/1995 12:00:00 AM	0.0000	0.0000	235120.0000			13118000.0000		0	0.0	
Disaster	Natural	Meteorological - Hydrological	Wildfire	North Central Saskatchewan	29/05/1995 12:00:00 AM	North central Saskatchewan, May 29, 1995. Lightning started 56 fires on May 29 and as the season progressed, 2,500 people were evacuated from 16 communities and 18 highways were closed. At the height of the outbreak, 4,000 people were fighting the fires.  While there was no loss of life and minimal loss of structures, 16,000 square kilometres (160,000 hectares) of forest were burned and 48 million cubic meters of wood were lost.	0	0	3338	91585747.0000	134242122.3	29/05/1995 12:00:00 AM			91585747.0000					0	0.0	
