EVENT CATEGORY	EVENT GROUP	EVENT SUBGROUP	EVENT TYPE	PLACE	EVENT START DATE	COMMENTS	FATALITIES	INJURED / INFECTED	EVACUATED	ESTIMATED TOTAL COST	NORMALIZED TOTAL COST	EVENT END DATE	FEDERAL DFAA PAYMENTS	PROVINCIAL DFAA PAYMENTS	PROVINCIAL DEPARTMENT PAYMENTS	MUNICIPAL COSTS	OGD COSTS	INSURANCE PAYMENTS	NGO PAYMENTS	UTILITY - PEOPLE AFFECTED	MAGNITUDE	
Disaster	Natural	Meteorological - Hydrological	Flood	Montérégie QC	17/04/2011 12:00:00 AM	Montérégie QC, April 17 to June 22, 2011. Early spring melt along with rainy weather between March and May led to historic flooding in the Montérégie region of Quebec. Communities in the Richelieu Valley experienced heavy rainfall from March to May, including Montreal where it rained 182 per cent above average during that time. Starting April 18 to 24, nine municipalities were affected by flooding. Rising water levels in the Richelieu River caused flooding and damages to an additional 16 municipalities, including Sainte-Anne-de-Sabrevios where 400 homes were damaged and Saint-Paul-de-l’Île-aux-Noix where 200 homes were damaged. From April to June, over 40 municipalities in the Montérégie region were affected by flooding and by May 6, 11 municipalities declared states of emergency. On May 23, the Richelieu River set a new all-time record water level of 30.7 metres, due to several days of intense rain. Most significantly impacted by the flooding was Saint-Jean-sur Richelieu where a over 3000 homes were flooded and approximately 1000 people were evacuated from their homes. In total, the floods affected 3,927 people and forced the evacuation of approximately 1,651 people from their homes.	0	0	1651	81612000.0000	87397671.4	22/06/2011 12:00:00 AM	81612000.0000									
Disaster	Natural	Meteorological - Hydrological	Flood	Gaspé and Bonaventure QC	05/12/2010 12:00:00 AM	Gaspé and Bonaventure QC, December 5-15, 2010. Heavy rains moved through Québec causing flooding from December 5 to 7 and 13 to 15.  A total of 57 municipalities were declared eligible for disaster financial assistance with the provincial government. Approximately 125 residents were evacuated during the flooding on December 15, with between 300 and 500 homes in the Gaspé region being flooded.	0	0	125	26217000.0000	28894959.7	15/12/2010 12:00:00 AM	26217000.0000							0	0.0	
Disaster	Natural	Geological	Earthquake	Val-des-Bois and Gracefield QC	23/06/2010 12:00:00 AM	Val-des-Bois and Gracefield QC, June 23, 2010. At 13:41 EDT, a magnitude 5.0 earthquake occurred near Val-des-Bois. The effects of the earthquake were mostly felt in Ontario and Quebec, although some tremors were felt in the United States as far as Kentucky. The earthquake caused the strongest shaking experienced in Ottawa for over 200 years. The depth of the earthquake was 22 kilometres and it lasted about 20 to 30 seconds. The earthquake caused significant damages to roads in Quebec, including a collapsed bridge on highway 307 near Bowman and the closure of a bridge on highway 105 in Gracefield. There were also two landslides in Quebec caused by the earthquake as well as damages to commercial and residential property. Approximately 300 households near the epicentre lost power for about an hour. A state of emergency was called in Gracefield, but was lifted on June 26.	0	0	0	0.0000	0.0	23/06/2010 12:00:00 AM								900	5.0	
Disaster	Natural	Meteorological - Hydrological	Wildfire	Wemotaci reserve and La Tuque QC	23/05/2010 12:00:00 AM	Wemotaci reserve and La Tuque QC, May 23, 2010. A 39 hectare fire forced the evacuation of 1,300 residents from the Wemotaci reserve. This was just one of over 50 fires throughout the province that raged for weeks, resulting in large amounts of smoke leading to a smog alert for Montreal, Vaudreuil, Soulanges, Huntingdon, Richelieu Valley, St. Hyacinthe, Lachute, St. Jerome, Lanaudiere, Mauricie, Drummondville, and Bois-Franc.	0	0	1300	0.0000	0.0	23/05/2010 12:00:00 AM								0	0.0	
Disaster	Natural	Meteorological - Hydrological	Tornado	Déléage and Mont-Laurier QC	04/08/2009 12:00:00 AM	Déléage and Mont-Laurier QC, August 4, 2009. A powerful F2 tornado touched down in Déléage at 14:00 EST and track 40 kilometres through Aumond, to Mont-Laurier in the upper Laurentians. The tornado blew away roofs, knocked down walls, flipped over cars, snapped utility poles and downed power lines leaving 4000 residents (12,000 individuals) without power. In Mont-Laurier, 40 homes were damaged, amoung those 28 were rendered uninhabitable. There were no fatalities, although two people were injured and taken to the hospital. The tornado caused about $6 million in insured losses. The tornado's path through Mont-Laurier was 300 metres wide, but its 40 kilometre track was an unusually long distance for a tornado in Quebec and a strong indication of the storm's severity. Previous to this event, the last time a stronger tornado touched down in the Quebec was on the same day in 1994 when an F3 tornado destroyed more than 400 homes in Aylmer.	0	0	0	6000000.0000	6734265.7	04/08/2009 12:00:00 AM						6000000.0000		12000	0.0	
Disaster	Natural	Meteorological - Hydrological	Flood	Notre-Dame-des-Prairies QC	28/06/2009 12:00:00 AM	Notre-Dame-des-Prairies QC, June 28 to July 4, 2009. A quasi-stationary low-pressure system stalled over eastern Ontario and Quebec. Excessive rains of up to 140 mm damaged roads and bridges, and flooded basements.  The hardest hit areas were in Charlevoix, Mauricie and Parent. Flood waters filled 50 houses in Notre-Dame-des-Prairies on July 1, and collapsed a street in Entrelacs when a stream overflowed. The flow rate on several rivers exceeded historic records.	0	0	0	0.0000	0.0	04/07/2009 12:00:00 AM								0	0.0	
Disaster	Natural	Meteorological - Hydrological	Storm - Unspecified / Other	Montreal, Alma, La Tuque and Baie-Saint-Paul QC	14/05/2009 12:00:00 AM	Montreal, Alma, La Tuque and Baie-Saint-Paul QC, May 14, 2009. Winds gusting up to 100 km/h wreaked havoc across Quebec on May 14. An 18-wheeler was one of six tractor-trailers pushed over on its side near Beloeil. Strong winds cut electricity to 70,000 people by downing hydro lines.  Winds also inflicted significant property damage: in Ste-Julie, winds uprooted hundreds of trees and tossed a gazebo and trampoline into the air where there were left dangling from power lines; in Alma, fallen trees crossed power lines, igniting a brush fire; in the La Tuque region, winds blew shingles off a hotel roof and dropped a street light on a home; and in Baie-Saint-Paul, winds snapped hydro poles in half and tore away roofs.	0	0	0	0.0000	0.0	14/05/2009 12:00:00 AM								70000	0.0	
Disaster	Natural	Biological	Pandemic	Across Canada	01/04/2009 12:00:00 AM	Across Canada, April 1, 2009 to February 1, 2010. A new strain of pandemic influenza. The first cases were seen in Mexico and it spread quickly across the globe. In Canada, there were 8,582 hospitalizations, 1,448 cases admitted to the intensive care unit (ICU) and 425 deaths.	425	8582	0	0.0000	0.0	01/02/2010 12:00:00 AM								0	0.0	
Disaster	Natural	Biological	Epidemic	Across Canada	01/08/2008 12:00:00 AM	Across Canada, August 1, 2008. Listeria monocytogenes spread by contaminated Maple Leaf food products produced at its Bartor Road plant. The outbreak occurred in August 2008. A segment of the population that is most vulnerable became exposed. 57 people became seriously ill and 22 people died.	22	57	0	0.0000	0.0	01/08/2008 12:00:00 AM								0	0.0	
Disaster	Natural	Meteorological - Hydrological	Storms and Severe Thunderstorms	Quebec and New Brunswick	31/07/2008 12:00:00 AM	Quebec and New Brunswick, July 31 to August 4, 2008. Storms and heavy rainfalls pounded the regions of Beauce, Temiscouata and Gaspésie in eastern Quebec and neighboring northwest New Brunswick. A deluge of more than 100 mm of rain caused severe flooding, which washed out dozens of roads in the region. Two individuals were killed when floodwaters swept their vehicle into a lake in the eastern Temiscouata region of Quebec. Over 50 sections roads were washed out, including small bridges as well as two cottages that were destroyed in Quebec by the heavy rain. In New Brunswick, a state of emergency was declared in Glazier Lake where 74 residents had to be air lifted to safety after a flashflood washed out sections of a provincial highway.	2	0	74	1499116.0000	1686998.2	04/08/2008 12:00:00 AM	1499116.0000							0	0.0	
Disaster	Natural	Meteorological - Hydrological	Storms and Severe Thunderstorms	La Tuque QC	22/07/2008 12:00:00 AM	La Tuque QC, July 22, 2008. Strong flooding caused by torrential rains forced the evacuation of approximately 112 people and caused considerable damage to a number of homes, two of which needed to be demolished.	0	0	112	0.0000	0.0	22/07/2008 12:00:00 AM								0	0.0	
Disaster	Natural	Meteorological - Hydrological	Tornado	Lanaudière QC	29/06/2008 12:00:00 AM	Lanaudière QC, June 29, 2008. A tornado, with winds at times reaching 120 km/h and producing hail the size of golf balls, caused a great deal of property damage. Nearly 15,000 homes (45,000 individuals) were left without power.	0	0	0	0.0000	0.0	29/06/2008 12:00:00 AM								45000	0.0	
Disaster	Natural	Meteorological - Hydrological	Storms and Severe Thunderstorms	Montérégie and Eastern Townships QC	10/06/2008 12:00:00 AM	Montérégie and Eastern Townships QC, June 10-13, 2008. Thousands of residents south of Montreal had their power knocked out as many regions were hit with wind gusts exceeding 100 km/h. Hydro-Quebec reported that three quarters of the residents in the Montérégie and Eastern Townships, exactly 99,931 homes (approximately 299,793 individuals) lost power on June 10 due to strong winds that damaged power lines. The majority of resident had power restored on June 12, but approximately 25,000 had to wait until June 13.	0	0	0	0.0000	0.0	13/06/2008 12:00:00 AM								299793	0.0	
Disaster	Natural	Meteorological - Hydrological	Storms and Severe Thunderstorms	Huntingdon QC	31/05/2008 12:00:00 AM	Huntingdon QC, May 31, 2008. More than 95 mm of rain fell on the city of Huntingdon, flooding most of its 1,300 homes and raising fears that the Châteauguay River would overflow.	0	0	0	0.0000	0.0	31/05/2008 12:00:00 AM								0	0.0	
Disaster	Natural	Meteorological - Hydrological	Flood	Quebec City QC	28/04/2008 12:00:00 AM	Quebec City QC, April 28 to May 2, 2008. Heavy rain combined with the spring thaw resulted in flooding and landslides in the Quebec City area. The heavy rain, which started on April 28, lasted until May 2 in some areas. Among the affected communities, Baie-Comeau received up to 120 mm of rain and Sept-Ilse received up to 78 mm of rain. Near Montreal, the Petite Nation River rose one metre, which flooded the surrounding areas. In total, flooding forced the evacuation of 230 people. In addition, landslides caused by the flooding threatened the safety of 60 residents who had to be evacuated as a precaution.	0	0	290	0.0000	0.0	02/05/2008 12:00:00 AM								0	0.0	
Disaster	Natural	Meteorological - Hydrological	Winter Storm	Quebec	09/01/2008 12:00:00 AM	Quebec, January 9, 2008. A vigorous cold front brought very strong winds that caused power outages in several regions of Quebec. A total of 83,000 Hydro-Quebec customers (249,000 Individuals) across the province were left without electricity.	0	0	0	0.0000	0.0	09/01/2008 12:00:00 AM								249000	0.0	
Disaster	Natural	Meteorological - Hydrological	Storms and Severe Thunderstorms	Matane QC	17/12/2007 12:00:00 AM	Matane QC, December 17, 2007. For the third time in four months, Eastern Quebec was hard hit by bad weather. This time, 275 people were evacuated, mainly from Matane and Saint-René-de-Matane. The city of Matane declared a state of emergency due to gale force winds of up to 100 km/h and artic temperatures.	0	0	275	0.0000	0.0	17/12/2007 12:00:00 AM								0	0.0	
Disaster	Natural	Meteorological - Hydrological	Storms and Severe Thunderstorms	Gaspé QC	08/08/2007 12:00:00 AM	Gaspé and Riviere-au-Renard QC, August 8-9, 2007. A severe thunderstorm dumped up to 115 mm of rain on Gaspé and Riviere-au-Renard in less than 10 hours. The heavy rain resulted in significant damages to homes and businesses. In Riviere-au-Renard, 38 homes were damaged and approximately 105 people were evacuated. Nearby in Cortereal, six homes were damaged and approximately 29 people were evacuated. In total, approximately 200 people were evacuated due to flooding that was so severe that some houses were swept away completely. One individual died as a result of the flooding.	1	0	200	14149725.0000	16294391.8	09/08/2007 12:00:00 AM	14149725.0000							0	0.0	
Disaster	Natural	Meteorological - Hydrological	Wildfire	Sept-Îles QC	27/05/2007 12:00:00 AM	Sept-Îles QC, May 27, 2007. A major forest fire forced the evacuation of approximately 1,500 people from the village of Moisie and the Maliothénam reserve. There were 26 forest fires burning in Quebec at that time.	0	0	1500	0.0000	0.0	27/05/2007 12:00:00 AM								0	0.0	
Disaster	Natural	Meteorological - Hydrological	Storms and Severe Thunderstorms	Gatineau QC	23/04/2007 12:00:00 AM	Gatineau QC, April 23, 2007. Approximately 15,500 Hydro-Québec customers (46,500 individuals) were plunged into darkness in the Outaouais as a result of strong winds with gusts of up to 60 km/h.	0	0	0	0.0000	0.0	23/04/2007 12:00:00 AM								46500	0.0	
Disaster	Natural	Meteorological - Hydrological	Storms and Severe Thunderstorms	Ontario and Quebec	29/10/2006 12:00:00 AM	Ontario and Quebec, October 29, 2006. A storm that blew in from the United States left about 49,000 Quebec and 30,000 Ontario residents without power (approximately 240,000 individuals). High winds felled lines in a broad band across central Ontario, while in Quebec, the Laurentians region, north on Montreal, and the Gasp were particularly hard hit.	0	0	0	0.0000	0.0	29/10/2006 12:00:00 AM								240000	0.0	
Disaster	Natural	Meteorological - Hydrological	Flood	Saint-Joseph et Vallée QC	28/10/2006 12:00:00 AM	Saint-Joseph et Vallée QC, October 28, 2006. In Saint-Joseph and Vallée, approximately 50 homes and 30 businesses were affected by a flash flood. 	0	0	240	0.0000	0.0	28/10/2006 12:00:00 AM								0	0.0	
Disaster	Natural	Meteorological - Hydrological	Storms and Severe Thunderstorms	Sainte-Anne-des-Plaines QC	19/08/2006 12:00:00 AM	Sainte-Anne-des-Plaines QC, August 19, 2006. A small community located 50 kilometres north-east of Montreal was at the centre of a torrential downpour that produced 135 mm of rain in less than three hours.	0	0	600	0.0000	0.0	19/08/2006 12:00:00 AM								0	0.0	
Incident	Technology	Hazardous Chemicals	Fire	Boisbriand QC	15/08/2006 12:00:00 AM	Boisbriand QC, August 15, 2006. Employees of Les Revêtements Polyval and workers from about ten surrounding factories as well as some residents were evacuated. Toxic chemicals, such as solvents and paints, helped fuel the flames. 	0	0	1500	0.0000	0.0	15/08/2006 12:00:00 AM								0	0.0	
Disaster	Natural	Meteorological - Hydrological	Wildfire	Mistissini QC	16/06/2006 12:00:00 AM	Mistissini QC, June 16-18, 2006. Residents of the Cree community of Mistissini, located 550 kilometres north of Montreal, were forced to leave their homes due to a wildfire that approached within metres of their community. Approximately 3,200 residents were evacuated and were taken to the community of Chibougamou 90 kilometres away. Residents returned home on June 18.	0	0	3200	0.0000	0.0	18/06/2006 12:00:00 AM								0	0.0	
Disaster	Natural	Meteorological - Hydrological	Storms and Severe Thunderstorms	Lorette River, Quebec City QC	26/09/2005 12:00:00 AM	Lorette River, Quebec City QC, September 26, 2005.  The remnants of hurricane Rita caused flooding by overflowing the Lorette River with 108.55 mm of rain fall.	0	0	700	0.0000	0.0	26/09/2005 12:00:00 AM								0	0.0	
Disaster	Natural	Meteorological - Hydrological	Flood	Quebec	31/08/2005 12:00:00 AM	Quebec, August 31, 2005.  The aftermath of Hurricane Katrina was felt in Quebec where heavy rain hit the Basse-Côte-Nord region. The region received 80 to 100 mm of rain. Over flown rivers and washed out culverts were seen in the towns of Vanier and Charlesbourg. These events led to flooding. August 31 was the wettest day that month for the Montreal's Pierre Elliott Trudeau Airport as well as the wettest August day for Quebec City.				9567567.0000	11481080.4	31/08/2005 12:00:00 AM	9567567.0000							0	0.0	
Disaster	Natural	Meteorological - Hydrological	Wildfire	Chibougamau and James Bay QC	06/06/2005 12:00:00 AM	Chibougamau and James Bay QC, June 6, 2005.  In Northern Québec a forest fire near Chibougamau forced the evacuation of approximately 200 residents.  Approximately 650 Hydro-Quebec workers were airlifted in an evacuation operation in the James Bay area due to another forest fire. There were 57 active forest fires in Quebec at the time.  Forest fires have destroyed approximately 170,000 hectares of forest in Quebec this year.	0		850	0.0000	0.0	06/06/2005 12:00:00 AM								0	0.0	
Disaster	Natural	Meteorological - Hydrological	Wildfire	Chisasibi QC	29/05/2005 12:00:00 AM	Chisasibi QC, May 29, 2005. Forest fire forced about 600 people in the Cree community of Chisasibi to be evacuated to the nearby village of Radisson.  The fire was human caused, and was started within 1 kilometre of the town.  Evacuees were able to return to their homes by May 30.	0	0	600	0.0000	0.0	29/05/2005 12:00:00 AM								0	0.0	
Disaster	Natural	Meteorological - Hydrological	Flood	The Bois-Francs, Chaudière-Appalaches, Beauce, l'Outaouais, Lanaudière, and Abitibi-Témiscamingue regions QC	04/08/2003 12:00:00 AM	The Bois-Francs, Chaudière-Appalaches, Beauce, l'Outaouais, Lanaudière, and Abitibi-Témiscamingue regions QC, August 4, 2003	0	0	60			04/08/2003 12:00:00 AM	0.0000	0.0000						0	0.0	
Incident	Technology	Infrastructure failure	Water	Montreal QC	12/08/2002 12:00:00 AM	Montreal QC, August 12, 2002.  Montreal's worst ever water main break affected several sections of the city.  The city's waterworks system that stretches 2700 km in total has some sections that are over 100 years old.  Approximately 10 million gallons of water were lost before the water was turned off. In the St. Michel area, 1300 homes were affected by flooding and interruption in hydro services. Twenty-two thousand homes in the Rivière des Prairies and Montreal East areas did not have water, and 40 homes were deemed uninhabitable due to severe water damage.	0	0	200	0.0000	0.0	12/08/2002 12:00:00 AM								0	0.0	
Disaster	Natural	Meteorological - Hydrological	Wildfire	Nemiscau region, near James Bay QC	02/07/2002 12:00:00 AM	Nemiscau region, near James Bay QC, July 2, 2002. Of 50 forest fires burning in Quebec around this time, the Nemiscau fire was the most noticeable.  The fire travelled within 800 metres of the native village of Nemaska. A total of 630 Chisasibi and Nemiscau-region residents were evacuated. The fire was ignited by intense thunder and lightning storms and destroyed over 600 km2 of forest. Consequently, 6000 Quebec forestry workers were laid-off. Hydro-Quebec disconnected its service to 500 000 people given the proximity of the fire to a major power line. Smoke could be seen in most of Quebec, parts of Ontario, and the northeastern United States.	0	0	628	0.0000	0.0	02/07/2002 12:00:00 AM								0	0.0	
Incident	Technology	Fire	Residential	Notre-Dame-du-Lac QC	14/05/2002 12:00:00 AM	Notre-Dame-du-Lac QC, May 14, 2002. A fire destroyed l'Abattoir du Breton, located in a small community in eastern Quebec.  Of the 3200 residents, 1700 were evacuated due to their proximity to the abattoir (a 1.5 kilometre radius). A total of 2600 pigs died in the fire. The abattoir was the main employer in the region and 500 people lost their jobs. Emergency officials were concerned about the health hazards of ammonia, possibly in either the air or in the town's water system. Thirty residents were again evacuated when it was proven that ammonia was leaking from the abattoir.	0	0	1700	0.0000	0.0	14/05/2002 12:00:00 AM								0	0.0	
Disaster	Natural	Meteorological - Hydrological	Drought	Across Canada, concentrated in Saskatchewan and Alberta	01/06/2001 12:00:00 AM	Across Canada, concentrated in Saskatchewan and Alberta, Spring 2001 to Fall 2002.  A severe drought was felt across all Canada, affecting 41,000 people, with the most devastating impacts felt in Saskatchewan and Alberta.  Record to near-record drought, as indicated by the Palmer Drought Severity Index, was recorded at several climate stations in 2001.  The winter of 2001-2002 continued the dry trend and brought above normal temperatures.  Fall 2002 brought much needed precipitation to relieve much of the drought, though dry conditions did remain in places.  The repercussions of the drought included agricultural production, employment, crop and livestock production, and the Gross Domestic Product.	0	0	0	0.0000	0.0	01/10/2002 12:00:00 AM								0	0.0	
Disaster	Natural	Meteorological - Hydrological	Winter Storm	Quebec	10/02/2001 12:00:00 AM	Quebec, February 10, 2001. Freezing rain, heavy snow and wind caused road accidents and homelessness. Six died in weather-related motor vehicle accidents.	6	11	30	0.0000	0.0	10/02/2001 12:00:00 AM								0	0.0	
Incident	Technology	Hazardous Chemicals	Derailment Release	St-Hilaire QC	30/12/1999 12:00:00 AM	St-Hilaire QC, December 30, 1999.  Two trains collided when the eleventh wagon of the Ultra-train derailed and hit an oncoming train. The Ultra-Train is a convoy of 68 wagons in four sections of 17 wagons linked by hoses.  It is about one kilometre long, and acts as a “pipeline on rail” between St-Romuald and Montreal.  Due to the petroleum products it was carrying, a series of explosions were set off and black smoke was left in the air.  Two train operators were killed, while 1400 people were evacuated from the towns of Mont-St-Hilaire, Beloeil and Ste-Madeleine.  The evacuees were allowed to return home the next day.	2	0	1400			30/12/1999 12:00:00 AM								0	0.0	
Disaster	Natural	Meteorological - Hydrological	Tornado	Drummondville QC	06/07/1999 12:00:00 AM	Drummondville QC, July 6, 1999. A tornado went through the city of Drummondville ripping roofs from 20 houses and injuring a number of people. One child was killed as a tree collapsed on his tent while he was camping.  In total, 60 homes were damaged and 200 people were forced to flee from their homes. The tornado first hit Berthierville then skipped across the river and headed southeast to Drummondville. At least 4000 people were without power for 2 days.	1	4	200	43595000.0000	60254015.1	06/07/1999 12:00:00 AM						43595000.0000		0	0.0	
