EVENT CATEGORY	EVENT GROUP	EVENT SUBGROUP	EVENT TYPE	PLACE	EVENT START DATE	COMMENTS	FATALITIES	INJURED / INFECTED	EVACUATED	ESTIMATED TOTAL COST	NORMALIZED TOTAL COST	EVENT END DATE	FEDERAL DFAA PAYMENTS	PROVINCIAL DFAA PAYMENTS	PROVINCIAL DEPARTMENT PAYMENTS	MUNICIPAL COSTS	OGD COSTS	INSURANCE PAYMENTS	NGO PAYMENTS	UTILITY - PEOPLE AFFECTED	MAGNITUDE	
Disaster	Natural	Meteorological - Hydrological	Storms and Severe Thunderstorms	Yarmouth County NS	04/11/2010 12:00:00 AM	Yarmouth County NS, November 4-10, 2010. A severe storm produced a total rainfall ranging from 140 mm to 250 mm.  At least 20 roads were closed due to flooding, and more than 100 people were evacuated from their homes.	0	0	100	4118000.0000	4538636.9	10/11/2010 12:00:00 AM	4118000.0000							0	0.0	
Disaster	Natural	Meteorological - Hydrological	Hurricane / Typhoon / Tropical Storm	Nova Scotia	04/09/2010 12:00:00 AM	Nova Scotia, September 4, 2010. Hurricane Earl landed 35 kilometres southwest of Liverpool as a Category 1 hurricane with wind speeds of up to 135 km/h. The storm made landfall at 10:30 ADT with some parts of Nova Scotia receiving up to 75 mm of rain. The high winds produced by the storm created peak waves of 23 metres in height and uprooted trees that downed power lines leaving 200,000 Nova Scotia power customers (approximately 600,000 individuals) without power. There were also extensive damages to the Halifax harbour and roads throughout Newfoundland and Nova Scotia from uprooted trees and debris. An individual drowned west of Halifax while trying to rescue a boat that broke free from its mooring. It was reported that the man was wearing a life jacket at the time, but was unable to swim back to shore. Nova Scotia’s Emergency Management Office attributed the man’s death to the storm.	1			0.0000	0.0	04/09/2010 12:00:00 AM								600000		
Disaster	Natural	Meteorological - Hydrological	Flood	Meat Cove NS	21/08/2010 12:00:00 AM	Meat Cove NS, August 21-22, 2010.  A flash flood struck the small community of Meat Cove early in the morning on August 22. The five local bridges suffered major damages, including two bridges that were completely washed away. Local roads were flooded and sustained damages, including the major road that connects the small fishing community to the rest of the province, which resulted in 100 residences and 26 tourists being isolated by the flood. Environment Canada reported 69.8 mm of rain in the area. Officials from the Emergency Management Office worked with the RCMP, Emergency Health Services, the Canadian Red Cross, and others to provide emergency services to the affected people. Access to the area was restricted to boats until August 30 when a temporary bridge over Salmon River was completed.	0	0	126	3135000.0000	3455227.5	22/08/2010 12:00:00 AM	3135000.0000							0	0.0	
Disaster	Natural	Meteorological - Hydrological	Storms and Severe Thunderstorms	Nova Scotia and New Brunswick	25/10/2009 12:00:00 AM	Nova Scotia and New Brunswick, October 25-28, 2009. A storm pushed through New Brunswick during the last week of October. Hydro utilities reported more than 6,000 customers without electricity in New Brunswick and about 2,000 in Nova Scotia before power was restored. Some Moncton residents faced sewer backups after high winds caused leaves to fall, blocking catch basins. Several streets and homes flooded after 116 mm of rain fell in St. Johns. Firefighters responded to more than 30 calls for flooded basements filled with more than a metre of sewer water. October rainfall in Saint John amounted to 245.4 mm, which was just 2 mm less than the record set in 1977.	0	0	0	0.0000	0.0	28/10/2009 12:00:00 AM								24000	0.0	
Disaster	Natural	Meteorological - Hydrological	Hurricane / Typhoon / Tropical Storm	Halifax NS	23/08/2009 12:00:00 AM	Halifax NS, August 23, 2009.  Hurricane Bill dumped between 60 and 70 mm of rain with overland wind gusts of 87 km/h. A marine buoy off Nova Scotia recorded winds of 130 km/h and another buoy about 200 kilometers southeast of Yarmouth recorded a maximum wave height of 26.4 metres. Bill's steady downpour and fierce winds knocked out power to 40,000 residents. More than a dozen flights from Halifax International Airport were cancelled and ferry services were suspended between Nova Scotia and Newfoundland. In Newfoundland and Labrador there were road washouts and some localized flooding.	0	0	0	0.0000	0.0	23/08/2009 12:00:00 AM								40000	0.0	
Disaster	Natural	Biological	Pandemic	Across Canada	01/04/2009 12:00:00 AM	Across Canada, April 1, 2009 to February 1, 2010. A new strain of pandemic influenza. The first cases were seen in Mexico and it spread quickly across the globe. In Canada, there were 8,582 hospitalizations, 1,448 cases admitted to the intensive care unit (ICU) and 425 deaths.	425	8582	0	0.0000	0.0	01/02/2010 12:00:00 AM								0	0.0	
Disaster	Natural	Meteorological - Hydrological	Hurricane / Typhoon / Tropical Storm	Maritime Provinces	28/09/2008 12:00:00 AM	Maritime Provinces, September 28, 2008. Tropical storm Kyle, made landfall with Atlantic Canada between the Yarmouth and Digby counties in western Nova Scotia at 21:30 ADT on September 28. Kyle covered more than 1000 kilometres as it moved north-northeast from the United States before reaching Canada as a Category 1 storm with wind gusts of 120 km/h. The storm brought heavy rain to New Brunswick and Quebec, with parts of New Brunswick receiving up to 72 mm of rain. Power outages were reported in all three Maritime provinces. Nova Scotia had over 40,000 customers (approximately 120,000 individuals) lost power. The storm also produced an estimated storm surge of 80 cm.	0	0	0	0.0000	0.0	28/09/2008 12:00:00 AM								120000	0.0	
Disaster	Natural	Meteorological - Hydrological	Hurricane / Typhoon / Tropical Storm	Yarmouth County NS	28/09/2008 12:00:00 AM	Yarmouth NS, September 28, 2008. Tropical Storm Kyle made landfall bringing heavy rains and powerful winds as high as 100 km/h.  The high winds resulted in 40,000 being without power along with significant damage to infrastructure and personal property.				0.0000	0.0	28/09/2008 12:00:00 AM								40000		
Disaster	Natural	Meteorological - Hydrological	Storms and Severe Thunderstorms	Colchester, Pictou, Antigonish, Inverness, Victoria, Cumberland and Halifax NS	29/08/2008 12:00:00 AM	Colchester, Pictou, Antigonish, Inverness, Victoria, Cumberland and Halifax NS, August 29 to 31, 2008. A low pressure system moved into Nova Scotia, bringing heavy rains up to 49 mm. The same system returned on August 31 and brought even more rain, up to 68 mm. The total rainfall over the three day period caused extensive flooding.	0	0	0	851326.0000	958021.5	31/08/2008 12:00:00 AM	851326.0000							0	0.0	
Disaster	Natural	Meteorological - Hydrological	Wildfire	Halifax NS	13/06/2008 12:00:00 AM	Halifax NS, June 13, 2008. An unforeseen brush fire ravaged a wooded area east of Halifax. The fire destroyed two homes and forced 5000 residents to evacuate their homes.	0	0	5000	0.0000	0.0	13/06/2008 12:00:00 AM								0	0.0	
Disaster	Natural	Meteorological - Hydrological	Winter Storm	Martime Provinces	04/12/2007 12:00:00 AM	Maritime provinces, December 4, 2007. A powerful storm that dumped up to 40 cm of wet, heavy snow on parts of Atlantic Canada knocked out power in all four provinces leaving approximately 50,000 people without electricity.	0	0	0	0.0000	0.0	04/12/2007 12:00:00 AM								50000	0.0	
Disaster	Natural	Meteorological - Hydrological	Hurricane / Typhoon / Tropical Storm	New Brunswick and Nova Scotia	04/11/2007 12:00:00 AM	New Brunswick and Nova Scotia, November 4, 2007. Wind gusts of up to 135 km/h from post-tropical storm Noel lashed the Maritimes, knocking out power to an estimated 190,000 homes and businesses across the region, while pounding surf and heavy rain washed out roads in some coastal areas.	0	0	0	0.0000	0.0	04/11/2007 12:00:00 AM								190000	0.0	
Disaster	Natural	Meteorological - Hydrological	Storms and Severe Thunderstorms	Halifax and Lunenburg NS	03/11/2007 12:00:00 AM	Halifax and Lunenburg NS, November 3, 2007. Storm Noel.  The province was subjected to a severe storm throughout the province, with the heaviest impact in the areas of Halifax and Lunenburg.	0	0	0	2805156.5100	3230332.7	03/11/2007 12:00:00 AM	812603.0000	1925958.4100		48319.8100			18275.2900	0	0.0	
Incident	Technology	Hazardous Chemicals	Leak / Spill Release	Dartmouth NS	05/07/2007 12:00:00 AM	Dartmouth NS, July 5, 2007. Approximately 1000 people were evacuated from Burnside Industrial Park due to a propane leak. The truck carrying the tank was holding a payload of 13, 000 litres of propane. Firefighters and the municipal HAZMAT team established a exclusion zone 1000 metres around the incident site. The cause of the leak is unknown.	0	0	1000	0.0000	0.0	05/07/2007 12:00:00 AM								0	0.0	
Disaster	Natural	Meteorological - Hydrological	Flood	Bridgewater NS	25/05/2005 12:00:00 AM	Bridgewater NS, May 25-27, 2005. By May 27, a total of 383 mm of rain had fallen in Nova Scotia’s Fancy Lake watershed region causing overland flooding in a number of communities.  A local state of emergency was declared and approximately 100 people were evacuated.	0	0	100	1447904.0000	1737484.8	27/05/2005 12:00:00 AM	510004.0000	937900.0000						0	0.0	
Disaster	Natural	Meteorological - Hydrological	Winter Storm	Nova Scotia	18/02/2004 12:00:00 AM	Nova Scotia, February 18-20, 2004. A snowstorm known as "White Juan" hit the Maritimes resulting in record-breaking snowfall. On February 19, Halifax surpassed and almost doubled its previous snowfall record when the city received 88.5 cm. A four-day state of emergency was in place as well as a nine-hour curfew for three nights (except for essential workers). Thousands were left without power.	0	0		3687690.0000	4522439.3	20/02/2004 12:00:00 AM	3687690.0000							0	0.0	
Disaster	Natural	Meteorological - Hydrological	Hurricane / Typhoon / Tropical Storm	Halifax NS and Charlottetown PE	29/09/2003 12:00:00 AM	Halifax NS and Charlottetown PE, September 29, 2003. At 00:10 AST, Hurricane Juan made landfall in Nova Scotia as one of the most powerful and damaging hurricanes to impact Canada.  A 1.63 metre storm surge occurred while Juan made landfall just south of Halifax as a Class 2 hurricane. Water levels reached 2.9 metres above chart datum, which was the highest water level recorded to date at this location. Winds gusted to 230 km/h in Halifax and waves outside Halifax Harbour reached a maximum height of 19 metres. Extensive damage to buildings, docks, boardwalks and trails occurred throughout Nova Scotia and Prince Edward Island. Point Pleasant Park in Halifax was decimated; nearly every tree in the 75-hectare park was damaged or uprooted. Juan knocked out power to hundreds of thousands of people. It is estaimated that up to 300,000 people lost power due to the strong winds. In addition, eight lives were lost either directly or indirectly as a result of Hurricane Juan.	8			25529656.0000	31887235.7	29/09/2003 12:00:00 AM	25529656.0000							300000	0.0	
Disaster	Natural	Meteorological - Hydrological	Wildfire	Eastern Passage, Cole Harbour NS	19/05/2003 12:00:00 AM	Cole Harbour, Eastern Passage NS, May 19, 2003.  A forest fire started in a bog near Cole Harbour.  High winds and dry conditions helped the fire spread out of control burning 240 hectares and forcing the evacuation of 240 homes.  Approximately 500 people were evacuated near Eastern Passage in northeast of Halifax.  No damage or injuries reported.			500			19/05/2003 12:00:00 AM								0	0.0	
Disaster	Natural	Meteorological - Hydrological	Flood	Oxford and Truro NS	31/03/2003 12:00:00 AM	Oxford and Truro NS, March 31, 2003. Heavy rains and snowmelt caused flooding in communities on the Atlantic coast. States of emergency were declared in the towns of Oxford and Truro NS where 150 and 120 people respectively were evacuated from their homes. Two people died as there car was swept off the road by flood waters in Pinehurst. Nova Scotia's Transportation Department has reported that the flooding has destroyed or damaged 47 bridges and has affected 200 roads. See Prince Edward Island and Newfoundland entries for more information on this event.	2	3	270	25485948.0000	31832643.2	31/03/2003 12:00:00 AM	21065353.0000	4420595.0000						0	0.0	
Disaster	Natural	Meteorological - Hydrological	Drought	Across Canada, concentrated in Saskatchewan and Alberta	01/06/2001 12:00:00 AM	Across Canada, concentrated in Saskatchewan and Alberta, Spring 2001 to Fall 2002.  A severe drought was felt across all Canada, affecting 41,000 people, with the most devastating impacts felt in Saskatchewan and Alberta.  Record to near-record drought, as indicated by the Palmer Drought Severity Index, was recorded at several climate stations in 2001.  The winter of 2001-2002 continued the dry trend and brought above normal temperatures.  Fall 2002 brought much needed precipitation to relieve much of the drought, though dry conditions did remain in places.  The repercussions of the drought included agricultural production, employment, crop and livestock production, and the Gross Domestic Product.	0	0	0	0.0000	0.0	01/10/2002 12:00:00 AM								0	0.0	
Disaster	Natural	Meteorological - Hydrological	Flood	Sydney NS	02/11/2000 12:00:00 AM	Sydney NS, November 2-11, 2000.  Heavy rains hit Cape Breton and Victoria County for nearly ten days, causing flooding and damages to homes and businesses.  Almost 100 millimetres of rain fell in a 24-hour period, flooding streets and forcing the evacuation of 200 families.  One woman was trapped in her car and suffered injuries when a massive culvert collapsed due water pressure.  A boil order was in effect for a week for 1,000 residents in Donkin and at least 2 weeks for the 30,000 residents of Glace Bay, Reserve Mines and Dominion.	0	1	800	5627843.0000	7574581.1	11/11/2000 12:00:00 AM	449218.0000	1389625.0000	1939000.0000	1850000.0000				0	0.0	
Disaster	Natural	Meteorological - Hydrological	Storm Surge	Maritime provinces	21/01/2000 12:00:00 AM	Maritime provinces, January 21, 2000. A 1.36 m surge occurred as an intense storm passed 55 km east of Charlottetown bringing 70 km/h sustained winds to the region. The peak surge coincided with high tide resulting in a water level of 4.23 m above chart datum, the highest water level recorded to date at this location. Significant flooding occurred inundating more than 460 properties including gas stations and a power generating plant and damaging wharves.	0	0	0	216978.0000	292033.3	21/01/2000 12:00:00 AM	216978.0000							0	0.0	
Disaster	Natural	Meteorological - Hydrological	Winter Storm	Maritime Provinces	17/01/2000 12:00:00 AM	Maritime Provinces, January 17-22, 2000.  An intense storm hit the maritimes for 6 days. Up to 70 centimetres of snow fell in some areas and temperatures plummeted to Â–40 degrees Centigrade with the wind chill.  Flooding caused extensive damage to private property and public infrastructure in Newfoundland, New Brunswick, and P.E.I. Wind gusts hit 120 kilometres per hour.  Cape Breton, Shediac, New Brunswick and P.E.I were hit especially hard by the storm, as well as areas along the Gulf of St. Laurence and the Northumberland Strait in New Brunswick.	0	0	216	6621462.0000	8911904.8	22/01/2000 12:00:00 AM	3059340.0000	2773532.0000	301806.0000	486784.0000				0	0.0	
Disaster	Natural	Meteorological - Hydrological	Flood	Maritime Provinces	23/09/1999 12:00:00 AM	Maritime Provinces, September 23, 1999.  Record 1-day rainfall was caused by the remnants of tropical storm Harvey and Hurricane Gert.  Oxford NS was flooded when 2 nearby rivers overtopped their banks, after receiving 200 mm of rain in one day.  A seniors residence of 30 people and 15 families were evacuated from Moncton NB which received 160 mm of rain.  A number of bridges and roads were washed out in the region. In Newfoundland, 10 m whitecaps smashed the breakwater to pieces at Lord's Cove, and destroyed a number of buildings. Wharves were also destroyed in St. Brides, and Plancentia Bay NF.	0	0	90	4912305.0000	6789450.6	23/09/1999 12:00:00 AM	1834365.0000	3077940.0000						0	0.0	
Disaster	Natural	Meteorological - Hydrological	Winter Storm	Toronto ON	13/01/1999 12:00:00 AM	Toronto ON, January 13-15, 1999. Less than 2 weeks after Toronto was dumped with 40 cm of snow (see 1999.002), another major storm dumped 78 cm of snow on the city, bringing the total to 118 cm. The storm shut down parts of the city's transit system and left thousands stranded.  An estimated 1.4 million commuters were unable to use public transit. Pearson airport cancelled 70 flights and delayed others, schools were also closed.  Mayor Mel Lastman declared a second snow emergency and called in the military to help with snow cleanup, and city protection. More than 430 soldiers set up residence in Toronto.  Brawling between commuters ensued January 13, when the subway shut down.  Snowblowers from all over Ontario, and even PEI were called in to help.  At least 2 deaths occurred in Southern Ontario. Other areas that were affected were Chatham-Kent region, which also called in for military assistance.  The storm affected virtually all 7.1 million residents of Southern Ontario and continued east on January 15 to wreak havoc on the Maritimes.	2	0	0	122000000.0000	168620021.5	15/01/1999 12:00:00 AM				72000000.0000		50000000.0000		0	0.0	
Incident	Technology	Transportation accident	Air	Peggy's Cove NS	02/09/1998 12:00:00 AM	Peggy's Cove NS, September 2, 1998. Swissair Flight 111 flying from New York to Zurich declared an emergency when the crew of the MD11 jet had reported smoke in the cockpit. Originally, the re-routed destination was Boston, but the pilots were informed that the Halifax airport was closer.  Around 10:30 pm AT, the Swissair jet disappeared from radar screens and plummeted into the Atlantic Ocean, 10 km from Peggy's Cove, NS. All 229 people on board were killed: 215 passengers and 14 crew. Search and rescue began immediately, and continued on for 8 weeks with more than 3,000 people were involved in the operation.  Approximately 70% of the plane was recovered, the remaining still left to be recovered. Neither the flight data recorder nor the voice recorder had any valuable information pertaining to the cause of the crash. Causes of the crash are still being investigated. 	229	0	0			02/09/1998 12:00:00 AM								0	0.0	
Incident	Technology	Explosion	Non-Residential	Sydney NS	25/05/1994 12:00:00 AM	Sydney NS, May 25, 1994. An explosion and fire of a PCB transformer at a steel factory threatened to cause a major toxic discharge; the surrounding residents were alerted by the noise, pungent, thick smoke, and simultaneous electrical black-out; 500 residents downwind of Witney Pier were evacuated to at least 10 km away; analysis of the soil in the residential area did not reveal contamination by PCB, dioxin, nor furan; a five-week clean-up by specialised contractors was carried out, producing 15 barrels of hazardous waste requiring authorised disposal.	0	0	500			25/05/1994 12:00:00 AM	0.0000	0.0000						0	0.0	
Disaster	Natural	Meteorological - Hydrological	Cold Event	Alberta to Maritimes	23/01/1994 12:00:00 AM	Alberta to the Maritimes, late January to early February 1994. Coldest Jan. in 100 years.  St. John's NF 14.5Â°C; Ottawa ON -31.3Â°C; Kapuskasing ON -40Â°C, tires fell off rims of cars.  Coldest winter in Toronto since 1920, with double the normal snowfall as usual in January and 5 degrees cooler (at 10Â°C).  Dramatic increase in frozen water pipes that burst and caused damage to homes, commercial plants and contents.	0	0	0	45995.0000	68912.0	06/02/1994 12:00:00 AM			45995.0000					0	0.0	
Incident	Technology	Hazardous Chemicals	Leak / Spill Release	Truro NS	14/07/1993 12:00:00 AM	Truro NS, July 14, 1993. A refrigeration leak resulted in liquid anhydrous ammonia flowing into a floor drain and into the Salmon River causing a major fish kill.	0	0	0			14/07/1993 12:00:00 AM	0.0000	0.0000						0	0.0	
Incident	Technology	Hazardous Chemicals	Vehicle Release	Shubenacadie NS	27/04/1993 12:00:00 AM	Shubenacadie NS, April 27, 1993. A tractor trailer and pup trailer containing hazardous materials hit an ice patch and overturned, causing the leak of chemicals including nitric acid, potassium hydroxide and sodium hydroxide; 20 homes were evacuated (50-60 people) for a few hours; a school was closed for the day (480 students); the highway was closed during the response and clean-up; environmental damages were minimal.	0	0	60			27/04/1993 12:00:00 AM	0.0000	0.0000						0	0.0	
